example_id,TARGET
13000,-0.005587532545257261
13001,-0.0056037295656882705
13002,-0.005619920118635087
13003,-0.005636104185411555
13004,-0.005652281747338985
13005,-0.005668452785746295
13006,-0.00568461728196975
13007,-0.005700775217353324
13008,-0.005716926573248562
13009,-0.0057330713310144435
13010,-0.005749209472017752
13011,-0.005765340977632771
13012,-0.005781465829241576
13013,-0.005797584008233737
13014,-0.005813695496006712
13015,-0.005829800273965574
13016,-0.005845898323523165
13017,-0.005861989626100069
13018,-0.005878074163124736
13019,-0.005894151916033342
13020,-0.0059102228662698975
13021,-0.005926286995286366
13022,-0.0059423442845424005
13023,-0.005958394715505732
13024,-0.005974438269651902
13025,-0.005990474928464416
13026,-0.006006504673434709
13027,-0.006022527486062278
13028,-0.006038543347854538
13029,-0.006054552240326929
13030,-0.006070554145003013
13031,-0.006086549043414336
13032,-0.006102536917100559
13033,-0.006118517747609423
13034,-0.006134491516496903
13035,-0.006150458205326942
13036,-0.006166417795671835
13037,-0.0061823702691119675
13038,-0.006198315607235962
13039,-0.0062142537916406535
13040,-0.0062301848039312095
13041,-0.006246108625720999
13042,-0.006262025238631685
13043,-0.006277934624293335
13044,-0.006293836764344276
13045,-0.006309731640431223
13046,-0.006325619234209251
13047,-0.006341499527341942
13048,-0.006357372501501124
13049,-0.00637323813836725
13050,-0.006389096419629141
13051,-0.006404947326984107
13052,-0.006420790842138045
13053,-0.006436626946805307
13054,-0.006452455622708822
13055,-0.00646827685158007
13056,-0.006484090615159226
13057,-0.006499896895194902
13058,-0.006515695673444528
13059,-0.00653148693167406
13060,-0.006547270651658268
13061,-0.006563046815180436
13062,-0.0065788154040327266
13063,-0.006594576400016045
13064,-0.006610329784939904
13065,-0.0066260755406227795
13066,-0.0066418136488918525
13067,-0.006657544091583154
13068,-0.006673266850541539
13069,-0.006688981907620829
13070,-0.006704689244683559
13071,-0.00672038884360135
13072,-0.006736080686254656
13073,-0.0067517647545329035
13074,-0.0067674410303344675
13075,-0.006783109495566771
13076,-0.006798770132146272
13077,-0.006814422921998316
13078,-0.0068300678470574775
13079,-0.006845704889267311
13080,-0.006861334030580492
13081,-0.006876955252958789
13082,-0.006892568538373215
13083,-0.006908173868803758
13084,-0.00692377122623975
13085,-0.006939360592679716
13086,-0.006954941950131257
13087,-0.006970515280611391
13088,-0.006986080566146303
13089,-0.0070016377887714846
13090,-0.007017186930531709
13091,-0.007032727973481154
13092,-0.007048260899683266
13093,-0.007063785691210884
13094,-0.0070793023301462124
13095,-0.007094810798580968
13096,-0.007110311078616112
13097,-0.0071258031523622175
13098,-0.007141287001939324
13099,-0.007156762609476812
13100,-0.007172229957113751
13101,-0.007187689026998643
13102,-0.0072031398012895684
13103,-0.007218582262154158
13104,-0.0072340163917697375
13105,-0.007249442172323069
13106,-0.007264859586010733
13107,-0.0072802686150388336
13108,-0.007295669241623258
13109,-0.007311061447989514
13110,-0.007326445216372826
13111,-0.0073418205290182595
13112,-0.00735718736818046
13113,-0.007372545716124034
13114,-0.007387895555123282
13115,-0.0074032368674623525
13116,-0.007418569635435211
13117,-0.007433893841345783
13118,-0.007449209467507702
13119,-0.0074645164962446504
13120,-0.007479814909890238
13121,-0.007495104690787864
13122,-0.007510385821291068
13123,-0.0075256582837632474
13124,-0.0075409220605779275
13125,-0.007556177134118486
13126,-0.007571423486778521
13127,-0.007586661100961589
13128,-0.007601889959081364
13129,-0.007617110043561598
13130,-0.007632321336836245
13131,-0.007647523821349328
13132,-0.007662717479555038
13133,-0.007677902293917856
13134,-0.007693078246912288
13135,-0.007708245321023247
13136,-0.007723403498745769
13137,-0.007738552762585281
13138,-0.007753693095057321
13139,-0.007768824478687915
13140,-0.007783946896013313
13141,-0.007799060329580115
13142,-0.007814164761945363
13143,-0.007829260175676415
13144,-0.007844346553351061
13145,-0.007859423877557498
13146,-0.007874492130894466
13147,-0.007889551295971005
13148,-0.007904601355406814
13149,-0.007919642291832008
13150,-0.007934674087887247
13151,-0.007949696726223724
13152,-0.007964710189503246
13153,-0.007979714460398237
13154,-0.007994709521591578
13155,-0.008009695355776955
13156,-0.008024671945658606
13157,-0.00803963927395146
13158,-0.008054597323381107
13159,-0.008069546076683958
13160,-0.008084485516606963
13161,-0.008099415625908006
13162,-0.008114336387355637
13163,-0.008129247783729195
13164,-0.008144149797818903
13165,-0.008159042412425736
13166,-0.008173925610361541
13167,-0.008188799374449014
13168,-0.008203663687521807
13169,-0.008218518532424408
13170,-0.00823336389201226
13171,-0.008248199749151724
13172,-0.008263026086720231
13173,-0.008277842887606024
13174,-0.008292650134708498
13175,-0.008307447810938081
13176,-0.008322235899216095
13177,-0.008337014382475099
13178,-0.008351783243658643
13179,-0.008366542465721404
13180,-0.008381292031629158
13181,-0.008396031924358931
13182,-0.00841076212689873
13183,-0.00842548262224793
13184,-0.008440193393416975
13185,-0.008454894423427662
13186,-0.008469585695312861
13187,-0.008484267192116843
13188,-0.008498938896895165
13189,-0.008513600792714543
13190,-0.00852825286265318
13191,-0.00854289508980052
13192,-0.008557527457257396
13193,-0.008572149948135991
13194,-0.008586762545559994
13195,-0.00860136523266433
13196,-0.008615957992595541
13197,-0.008630540808511522
13198,-0.008645113663581654
13199,-0.008659676540986877
13200,-0.008674229423919556
13201,-0.008688772295583708
13202,-0.008703305139194742
13203,-0.008717827937979804
13204,-0.008732340675177534
13205,-0.008746843334038218
13206,-0.008761335897823738
13207,-0.008775818349807736
13208,-0.008790290673275346
13209,-0.00880475285152354
13210,-0.008819204867860999
13211,-0.008833646705607988
13212,-0.008848078348096687
13213,-0.008862499778670948
13214,-0.00887691098068643
13215,-0.008891311937510577
13216,-0.008905702632522727
13217,-0.00892008304911399
13218,-0.008934453170687364
13219,-0.008948812980657701
13220,-0.008963162462451832
13221,-0.008977501599508433
13222,-0.008991830375278115
13223,-0.009006148773223551
13224,-0.009020456776819221
13225,-0.009034754369551767
13226,-0.009049041534919752
13227,-0.009063318256433799
13228,-0.009077584517616557
13229,-0.009091840302002847
13230,-0.009106085593139412
13231,-0.009120320374585258
13232,-0.009134544629911479
13233,-0.009148758342701284
13234,-0.009162961496550067
13235,-0.009177154075065391
13236,-0.009191336061867115
13237,-0.009205507440587153
13238,-0.009219668194869836
13239,-0.009233818308371654
13240,-0.009247957764761408
13241,-0.009262086547720174
13242,-0.009276204640941439
13243,-0.009290312028130862
13244,-0.009304408693006602
13245,-0.00931849461929919
13246,-0.009332569790751416
13247,-0.009346634191118638
13248,-0.009360687804168537
13249,-0.009374730613681354
13250,-0.009388762603449638
13251,-0.00940278375727859
13252,-0.009416794058985824
13253,-0.009430793492401475
13254,-0.009444782041368296
13255,-0.00945875968974153
13256,-0.009472726421389023
13257,-0.009486682220191202
13258,-0.009500627070041198
13259,-0.009514560954844624
13260,-0.009528483858519902
13261,-0.009542395764998017
13262,-0.009556296658222763
13263,-0.00957018652215048
13264,-0.009584065340750377
13265,-0.009597933098004413
13266,-0.00961178977790717
13267,-0.009625635364466182
13268,-0.009639469841701687
13269,-0.009653293193646776
13270,-0.009667105404347351
13271,-0.009680906457862268
13272,-0.009694696338263097
13273,-0.009708475029634464
13274,-0.009722242516073818
13275,-0.009735998781691563
13276,-0.00974974381061103
13277,-0.009763477586968565
13278,-0.009777200094913523
13279,-0.009790911318608127
13280,-0.009804611242227786
13281,-0.009818299849960856
13282,-0.009831977126008778
13283,-0.00984564305458605
13284,-0.009859297619920354
13285,-0.009872940806252329
13286,-0.009886572597835885
13287,-0.00990019297893808
13288,-0.009913801933839011
13289,-0.009927399446832111
13290,-0.009940985502223939
13291,-0.009954560084334294
13292,-0.009968123177496195
13293,-0.009981674766055987
13294,-0.00999521483437323
13295,-0.010008743366820802
13296,-0.010022260347784867
13297,-0.010035765761665013
13298,-0.010049259592874026
13299,-0.010062741825838186
13300,-0.010076212444997169
13301,-0.010089671434803911
13302,-0.010103118779724933
13303,-0.010116554464240103
13304,-0.010129978472842771
13305,-0.01014339079003974
13306,-0.010156791400351394
13307,-0.010170180288311476
13308,-0.010183557438467408
13309,-0.010196922835380056
13310,-0.010210276463623932
13311,-0.010223618307787069
13312,-0.010236948352471097
13313,-0.010250266582291355
13314,-0.010263572981876667
13315,-0.010276867535869658
13316,-0.010290150228926539
13317,-0.010303421045717234
13318,-0.01031667997092535
13319,-0.010329926989248306
13320,-0.010343162085397112
13321,-0.010356385244096671
13322,-0.010369596450085655
13323,-0.010382795688116406
13324,-0.010395982942955233
13325,-0.010409158199382165
13326,-0.010422321442191183
13327,-0.010435472656189989
13328,-0.010448611826200313
13329,-0.010461738937057702
13330,-0.010474853973611645
13331,-0.01048795692072554
13332,-0.010501047763276804
13333,-0.010514126486156761
13334,-0.01052719307427072
13335,-0.010540247512538091
13336,-0.010553289785892138
13337,-0.010566319879280335
13338,-0.010579337777664113
13339,-0.010592343466019005
13340,-0.010605336929334618
13341,-0.010618318152614726
13342,-0.010631287120877167
13343,-0.010644243819153928
13344,-0.010657188232491215
13345,-0.010670120345949352
13346,-0.010683040144602881
13347,-0.010695947613540532
13348,-0.010708842737865354
13349,-0.01072172550269449
13350,-0.010734595893159504
13351,-0.010747453894406147
13352,-0.0107602994915945
13353,-0.01077313266989893
13354,-0.010785953414508229
13355,-0.010798761710625385
13356,-0.010811557543467885
13357,-0.010824340898267578
13358,-0.01083711176027067
13359,-0.010849870114737807
13360,-0.010862615946944052
13361,-0.010875349242179002
13362,-0.01088806998574658
13363,-0.010900778162965336
13364,-0.010913473759168246
13365,-0.01092615675970282
13366,-0.010938827149931094
13367,-0.01095148491522971
13368,-0.01096413004098983
13369,-0.01097676251261719
13370,-0.010989382315532224
13371,-0.011001989435169841
13372,-0.01101458385697973
13373,-0.011027165566426134
13374,-0.01103973454898807
13375,-0.011052290790159097
13376,-0.011064834275447608
13377,-0.011077364990376717
13378,-0.011089882920484151
13379,-0.011102388051322536
13380,-0.011114880368459189
13381,-0.011127359857476236
13382,-0.011139826503970593
13383,-0.01115228029355407
13384,-0.011164721211853182
13385,-0.011177149244509436
13386,-0.01118956437717911
13387,-0.011201966595533477
13388,-0.011214355885258567
13389,-0.011226732232055453
13390,-0.01123909562164015
13391,-0.011251446039743505
13392,-0.011263783472111473
13393,-0.011276107904504925
13394,-0.011288419322699743
13395,-0.01130071771248682
13396,-0.01131300305967216
13397,-0.011325275350076684
13398,-0.011337534569536518
13399,-0.011349780703902797
13400,-0.011362013739041756
13401,-0.01137423366083481
13402,-0.011386440455178426
13403,-0.011398634107984326
13404,-0.011410814605179254
13405,-0.011422981932705282
13406,-0.0114351360765196
13407,-0.011447277022594633
13408,-0.011459404756918019
13409,-0.011471519265492724
13410,-0.011483620534336839
13411,-0.011495708549483851
13412,-0.011507783296982552
13413,-0.011519844762896919
13414,-0.011531892933306403
13415,-0.011543927794305717
13416,-0.011555949332004956
13417,-0.011567957532529571
13418,-0.011579952382020467
13419,-0.011591933866633895
13420,-0.011603901972541558
13421,-0.01161585668593057
13422,-0.01162779799300357
13423,-0.011639725879978611
13424,-0.011651640333089222
13425,-0.011663541338584531
13426,-0.01167542888272904
13427,-0.011687302951802928
13428,-0.011699163532101844
13429,-0.011711010609937027
13430,-0.01172284417163528
13431,-0.011734664203539085
13432,-0.011746470692006402
13433,-0.011758263623410935
13434,-0.011770042984142023
13435,-0.011781808760604619
13436,-0.011793560939219381
13437,-0.011805299506422642
13438,-0.011817024448666516
13439,-0.011828735752418709
13440,-0.011840433404162805
13441,-0.011852117390398067
13442,-0.011863787697639544
13443,-0.011875444312418063
13444,-0.01188708722128032
13445,-0.011898716410788702
13446,-0.011910331867521546
13447,-0.01192193357807303
13448,-0.011933521529053094
13449,-0.011945095707087681
13450,-0.011956656098818543
13451,-0.01196820269090344
13452,-0.01197973547001591
13453,-0.011991254422845585
13454,-0.012002759536097968
13455,-0.012014250796494538
13456,-0.012025728190772819
13457,-0.01203719170568628
13458,-0.012048641328004426
13459,-0.012060077044512785
13460,-0.012071498842013001
13461,-0.012082906707322654
13462,-0.01209430062727554
13463,-0.012105680588721461
13464,-0.012117046578526365
13465,-0.012128398583572293
13466,-0.012139736590757472
13467,-0.012151060586996304
13468,-0.012162370559219239
13469,-0.012173666494373053
13470,-0.012184948379420645
13471,-0.012196216201341151
13472,-0.012207469947129915
13473,-0.012218709603798601
13474,-0.01222993515837501
13475,-0.012241146597903343
13476,-0.012252343909444019
13477,-0.012263527080073777
13478,-0.012274696096885671
13479,-0.012285850946989134
13480,-0.012296991617509894
13481,-0.01230811809559005
13482,-0.012319230368388135
13483,-0.012330328423079018
13484,-0.012341412246854
13485,-0.012352481826920787
13486,-0.012363537150503597
13487,-0.012374578204842971
13488,-0.012385604977196056
13489,-0.012396617454836398
13490,-0.012407615625054049
13491,-0.012418599475155622
13492,-0.01242956899246421
13493,-0.012440524164319459
13494,-0.012451464978077562
13495,-0.012462391421111347
13496,-0.012473303480810107
13497,-0.012484201144579859
13498,-0.012495084399843145
13499,-0.01250595323403923
13500,-0.012516807634623888
13501,-0.01252764758906967
13502,-0.012538473084865795
13503,-0.01254928410951806
13504,-0.012560080650549092
13505,-0.012570862695498161
13506,-0.012581630231921286
13507,-0.01259238324739121
13508,-0.012603121729497516
13509,-0.012613845665846423
13510,-0.012624555044061073
13511,-0.012635249851781315
13512,-0.012645930076663885
13513,-0.0126565957063823
13514,-0.012667246728626923
13515,-0.01267788313110504
13516,-0.012688504901540696
13517,-0.012699112027674936
13518,-0.012709704497265648
13519,-0.01272028229808764
13520,-0.012730845417932648
13521,-0.012741393844609407
13522,-0.012751927565943495
13523,-0.012762446569777567
13524,-0.01277295084397126
13525,-0.012783440376401117
13526,-0.012793915154960799
13527,-0.012804375167560925
13528,-0.012814820402129235
13529,-0.012825250846610401
13530,-0.012835666488966294
13531,-0.012846067317175794
13532,-0.012856453319234896
13533,-0.01286682448315669
13534,-0.012877180796971461
13535,-0.012887522248726514
13536,-0.012897848826486402
13537,-0.01290816051833286
13538,-0.01291845731236468
13539,-0.01292873919669799
13540,-0.01293900615946604
13541,-0.012949258188819328
13542,-0.012959495272925567
13543,-0.012969717399969771
13544,-0.012979924558154166
13545,-0.01299011673569825
13546,-0.013000293920838867
13547,-0.013010456101830109
13548,-0.013020603266943407
13549,-0.013030735404467505
13550,-0.013040852502708549
13551,-0.013050954549989937
13552,-0.013061041534652547
13553,-0.01307111344505458
13554,-0.013081170269571651
13555,-0.01309121199659676
13556,-0.013101238614540413
13557,-0.013111250111830425
13558,-0.013121246476912173
13559,-0.013131227698248472
13560,-0.013141193764319586
13561,-0.013151144663623288
13562,-0.01316108038467484
13563,-0.013171000916007085
13564,-0.013180906246170281
13565,-0.013190796363732347
13566,-0.013200671257278696
13567,-0.013210530915412324
13568,-0.013220375326753799
13569,-0.013230204479941329
13570,-0.013240018363630687
13571,-0.01324981696649527
13572,-0.013259600277226172
13573,-0.01326936828453203
13574,-0.013279120977139246
13575,-0.013288858343791825
13576,-0.013298580373251542
13577,-0.01330828705429775
13578,-0.013317978375727627
13579,-0.013327654326356065
13580,-0.013337314895015608
13581,-0.013346960070556663
13582,-0.013356589841847335
13583,-0.013366204197773532
13584,-0.01337580312723893
13585,-0.013385386619165076
13586,-0.013394954662491222
13587,-0.013404507246174561
13588,-0.013414044359190067
13589,-0.013423565990530581
13590,-0.013433072129206802
13591,-0.013442562764247335
13592,-0.013452037884698701
13593,-0.013461497479625224
13594,-0.013470941538109266
13595,-0.01348037004925105
13596,-0.013489783002168762
13597,-0.013499180385998528
13598,-0.013508562189894505
13599,-0.013517928403028722
13600,-0.013527279014591312
13601,-0.013536614013790355
13602,-0.013545933389851944
13603,-0.013555237132020248
13604,-0.013564525229557447
13605,-0.013573797671743775
13606,-0.01358305444787753
13607,-0.013592295547275136
13608,-0.013601520959271059
13609,-0.01361073067321789
13610,-0.013619924678486325
13611,-0.013629102964465241
13612,-0.013638265520561561
13613,-0.013647412336200452
13614,-0.013656543400825241
13615,-0.013665658703897349
13616,-0.013674758234896492
13617,-0.01368384198332053
13618,-0.013692909938685554
13619,-0.013701962090525863
13620,-0.01371099842839406
13621,-0.01372001894186089
13622,-0.013729023620515474
13623,-0.013738012453965125
13624,-0.01374698543183551
13625,-0.013755942543770548
13626,-0.013764883779432469
13627,-0.013773809128501886
13628,-0.013782718580677644
13629,-0.01379161212567704
13630,-0.013800489753235673
13631,-0.013809351453107518
13632,-0.013818197215064928
13633,-0.013827027028898708
13634,-0.013835840884417963
13635,-0.013844638771450304
13636,-0.013853420679841761
13637,-0.013862186599456776
13638,-0.013870936520178252
13639,-0.013879670431907553
13640,-0.01388838832456457
13641,-0.013897090188087581
13642,-0.013905776012433469
13643,-0.013914445787577572
13644,-0.013923099503513758
13645,-0.013931737150254418
13646,-0.013940358717830555
13647,-0.013948964196291616
13648,-0.01395755357570571
13649,-0.013966126846159528
13650,-0.013974683997758267
13651,-0.013983225020625817
13652,-0.013991749904904628
13653,-0.014000258640755837
13654,-0.014008751218359119
13655,-0.014017227627912902
13656,-0.014025687859634215
13657,-0.01403413190375877
13658,-0.01404255975054095
13659,-0.014050971390253878
13660,-0.014059366813189337
13661,-0.014067746009657822
13662,-0.014076108969988618
13663,-0.014084455684529646
13664,-0.014092786143647677
13665,-0.014101100337728193
13666,-0.01410939825717545
13667,-0.014117679892412482
13668,-0.014125945233881143
13669,-0.014134194272042105
13670,-0.014142426997374774
13671,-0.01415064340037748
13672,-0.014158843471567336
13673,-0.01416702720148032
13674,-0.014175194580671254
13675,-0.014183345599713884
13676,-0.014191480249200746
13677,-0.014199598519743362
13678,-0.014207700401972103
13679,-0.014215785886536273
13680,-0.014223854964104079
13681,-0.014231907625362708
13682,-0.014239943861018258
13683,-0.014247963661795779
13684,-0.014255967018439331
13685,-0.014263953921711914
13686,-0.014271924362395529
13687,-0.01427987833129116
13688,-0.014287815819218865
13689,-0.014295736817017624
13690,-0.014303641315545536
13691,-0.014311529305679705
13692,-0.014319400778316272
13693,-0.014327255724370493
13694,-0.01433509413477665
